Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
FEMB,First Trust Exchange-Traded Fund III,38.53,2.2776,5.8686,07/23/2019,07/31/2019,
FEMS,First Trust Exchange-Traded AlphDEX Fund II,34.43,1.5144,4.3151,06/14/2019,06/28/2019,
FEP,First Trust Exchange-Traded AlphDEX Fund II,33.96,1.9524,5.6954,06/14/2019,06/28/2019,
FEUZ,First Trust Exchange-Traded AlphDEX Fund II,37.2625,2.102,5.5575,06/14/2019,06/28/2019,
FEX,First Trust Exchange-Traded AlphaDEX Fund,60.58,0.7516,1.2277,06/14/2019,06/28/2019,
FFBC,First Financial Bancorp.,24.05,0.88,3.5977,05/31/2019,06/17/2019,
FFIC,Flushing Financial Corporation,19.67,0.84,4.2424,06/13/2019,06/28/2019,
FFIN,First Financial Bankshares Inc.,31.75,0.48,1.5056,06/14/2019,07/01/2019,
FFNW,First Financial Northwest Inc.,14.5,0.36,2.4523,06/06/2019,06/21/2019,
FFWM,First Foundation Inc.,14.49,0.2,1.3736,05/31/2019,06/17/2019,
FGBI,First Guaranty Bancshares Inc.,21.06,0.64,2.9754,06/20/2019,06/28/2019,
FGM,First Trust Exchange-Traded AlphDEX Fund II,40.67,3.2,7.7295,06/14/2019,06/28/2019,
FHB,First Hawaiian Inc.,25.68,1.04,4.0657,05/24/2019,06/07/2019,
FHK,First Trust Exchange-Traded AlphDEX Fund II,33.82,2.0072,5.9349,06/14/2019,06/28/2019,
FIBK,First Interstate BancSystem Inc.,39.35,1.24,3.1353,05/10/2019,05/23/2019,
FID,First Trust Exchange-Traded Fund VI,16.6228,0.9136,5.4749,06/14/2019,06/28/2019,
FISI,Financial Institutions Inc.,29.88,1,3.2949,06/13/2019,07/02/2019,
FITB,Fifth Third Bancorp,28.21,0.96,3.3839,06/27/2019,07/15/2019,
FIXD,First Trust Exchange-Traded Fund VIII,52.24,1.44,2.7618,07/23/2019,07/31/2019,
FJP,First Trust Exchange-Traded AlphDEX Fund II,46.95,1.76,3.7253,06/14/2019,06/28/2019,
FKU,First Trust Exchange-Traded AlphDEX Fund II,34.73,1.4152,4.0125,06/14/2019,06/28/2019,
FLIC,The First of Long Island Corporation,21.74,0.68,3.138,07/11/2019,07/22/2019,
FLIR,FLIR Systems Inc.,48.81,0.68,1.3872,05/23/2019,06/07/2019,
FLMN,Falcon Minerals Corporation,7.76,0.7,8.9859,05/16/2019,05/29/2019,
FLN,First Trust Exchange-Traded AlphDEX Fund II,20.719,1.1948,5.6518,06/14/2019,06/28/2019,
FLXS,Flexsteel Industries Inc.,17.44,0.88,4.9494,06/13/2019,07/01/2019,
FMAO,Farmers & Merchants Bancorp Inc.,25.11,0.6,2.2346,06/14/2019,07/20/2019,
FMB,First Trust Exchange-Traded Fund III,55.37,1.41,2.5497,07/23/2019,07/31/2019,
FMBH,First Mid Bancshares Inc.,31.71,0.72,2.2298,05/31/2019,06/10/2019,
FMBI,First Midwest Bancorp Inc.,20.39,0.56,2.7053,06/27/2019,07/09/2019,
FMHI,First Trust Exchange-Traded Fund III,52.64,1.8,3.4113,07/23/2019,07/31/2019,
FMK,First Trust Exchange-Traded AlphaDEX Fund,35.54,0.4,1.1214,06/14/2019,06/28/2019,
FMNB,Farmers National Banc Corp.,14.22,0.36,2.5035,06/13/2019,06/28/2019,
FNCB,FNCB Bancorp Inc.,7.3,0.2,2.574,05/31/2019,06/17/2019,
FNHC,FedNat Holding Company,12.01,0.32,2.649,05/16/2019,06/03/2019,
FNK,First Trust Exchange-Traded AlphaDEX Fund,33.1029,0.4,1.1946,06/14/2019,06/28/2019,
FNLC,First Bancorp Inc (ME),25.52,1.2,4.7059,07/09/2019,07/31/2019,
FNWB,First Northwest Bancorp,16.3,0.12,0.7481,06/06/2019,06/21/2019,
FNX,First Trust Exchange-Traded AlphaDEX Fund,67.61,0.6,0.8777,06/14/2019,06/28/2019,
FOX,Fox Corporation,36.56,0.46,1.2486,05/17/2019,06/03/2019,
FOXA,Fox Corporation,36.63,0.46,1.247,05/17/2019,06/03/2019,
FPA,First Trust Exchange-Traded AlphDEX Fund II,27.7567,1.04,3.7056,06/14/2019,06/28/2019,
FPXE,First Trust Exchange-Traded Fund II,20.31,1.0264,4.9849,06/14/2019,06/28/2019,
FPXI,First Trust Exchange-Traded Fund II,37.21,0.7408,1.9893,06/14/2019,06/28/2019,
FRAF,Franklin Financial Services Corporation,36.19,1.2,3.3417,08/01/2019,08/28/2019,
FRBA,First Bank,10.99,0.12,1.086,05/09/2019,05/24/2019,
FRME,First Merchants Corporation,37.89,1.04,2.666,05/17/2019,06/21/2019,
FSBW,FS Bancorp Inc.,47.63,0.6,1.241,05/08/2019,05/23/2019,
FSFG,First Savings Financial Group Inc.,60.8462,0.64,1.0475,06/13/2019,06/28/2019,
FSV,FirstService Corporation,105.28,0.6,0.5645,06/27/2019,07/05/2019,
FSZ,First Trust Exchange-Traded AlphDEX Fund II,48.725,3.92,8.0177,06/14/2019,06/28/2019,
FTA,First Trust Exchange-Traded AlphaDEX Fund,51.11,0.64,1.2384,06/14/2019,06/28/2019,
FTAG,First Trust Exchange-Traded Fund II,23.02,0.8,3.3927,06/14/2019,06/28/2019,
FTC,First Trust Exchange-Traded AlphaDEX Fund,70.25,0.2,0.2817,06/14/2019,06/28/2019,
FTCS,First Trust Exchange-Traded Fund,56.4,0.6216,1.0973,06/14/2019,06/28/2019,
FTHI,First Trust Exchange-Traded Fund VI,22.188,0.96,4.3107,07/23/2019,07/31/2019,
FTLB,First Trust Exchange-Traded Fund VI,22.0381,0.66,2.9844,07/23/2019,07/31/2019,
FTRI,First Trust Exchange-Traded Fund II,11.54,0.642,5.395,06/14/2019,06/28/2019,
FTSL,First Trust Exchange-Traded Fund IV,47.39,2.196,4.6256,07/23/2019,07/31/2019,
FTSM,First Trust Exchange-Traded Fund IV,60.08,1.5,2.4971,07/31/2019,08/05/2019,
FTXD,First Trust Exchange-Traded Fund VI,22.16,0.4016,1.8123,06/14/2019,06/28/2019,
FTXG,First Trust Exchange-Traded Fund VI,20.6,0.334,1.5943,06/14/2019,06/28/2019,
FTXH,First Trust Exchange-Traded Fund VI,20.44,0.158,0.7715,06/14/2019,06/28/2019,
FTXL,First Trust Exchange-Traded Fund VI,33.4899,0.4256,1.2488,06/14/2019,06/28/2019,
FTXN,First Trust Exchange-Traded Fund VI,16.23,0.4292,2.6008,06/14/2019,06/28/2019,
FTXO,First Trust Exchange-Traded Fund VI,25.24,0.7624,3.0063,06/14/2019,06/28/2019,
FTXR,First Trust Exchange-Traded Fund VI,23.27,0.062,0.2664,06/14/2019,06/28/2019,
FULT,Fulton Financial Corporation,16.38,0.52,3.142,06/28/2019,07/15/2019,
FUNC,First United Corporation,21,0.36,1.7233,07/16/2019,08/01/2019,
FUSB,First US Bancshares Inc.,9.38,0.08,0.8696,06/06/2019,07/01/2019,
FV,First Trust Exchange-Traded Fund VI,30.03,0.0352,0.1151,06/14/2019,06/28/2019,
FVC,First Trust Exchange-Traded Fund VI,26.68,0.2564,0.9493,06/14/2019,06/28/2019,
FWRD,Forward Air Corporation,61.59,0.72,1.1611,05/23/2019,06/07/2019,
FXNC,First National Corporation,18.96,0.36,1.8987,05/30/2019,06/14/2019,
FYT,First Trust Exchange-Traded AlphaDEX Fund,33.48,0.4,1.1884,06/14/2019,06/28/2019,
FYX,First Trust Exchange-Traded AlphaDEX Fund,59.98,0.7648,1.2625,06/14/2019,06/28/2019,
GABC,German American Bancorp Inc.,30.88,0.68,2.1957,05/09/2019,05/20/2019,
GARS,Garrison Capital Inc.,7.06,0.92,13.0682,06/06/2019,06/21/2019,
GBCI,Glacier Bancorp Inc.,40.05,1.08,2.6581,07/08/2019,07/18/2019,
GBDC,Golub Capital BDC Inc.,18.27,1.28,7.0291,06/06/2019,06/28/2019,
GBLI,Global Indemnity Limited,27.85,1,3.5524,06/20/2019,06/28/2019,
GCBC,Greene County Bancorp Inc.,27.2,0.4,1.4414,05/14/2019,05/31/2019,
GECC,Great Elm Capital Corp.,8.625,0.996,11.5278,07/30/2019,08/15/2019,
GENY,Principal Exchange-Traded Funds,37.8125,0.0792,0.2038,07/01/2019,07/05/2019,
GFED,Guaranty Federal Bancshares Inc.,23.8,0.52,2.1895,07/05/2019,07/18/2019,
GILD,Gilead Sciences Inc.,64.95,2.52,3.8491,06/13/2019,06/27/2019,
GLAD,Gladstone Capital Corporation,9.41,0.84,8.8889,07/19/2019,07/31/2019,
GLBZ,Glen Burnie Bancorp,10.75,0.4,3.7279,07/19/2019,08/02/2019,
GLDI,Credit Suisse AG,9.13,0.4248,4.7043,06/19/2019,06/25/2019,
GLNG,Golar LNG Limited,15.69,0.6,3.6765,06/12/2019,07/03/2019,
GLPI,Gaming and Leisure Properties Inc.,37.83,2.72,7.265,06/13/2019,06/28/2019,
GMLP,Golar LNG Partners LP,11.7,1.6168,13.5524,05/06/2019,05/14/2019,
GNMA,iShares Trust,50.19,1.43424,2.8536,08/01/2019,08/07/2019,
GNTX,Gentex Corporation,27.04,0.46,1.7107,07/09/2019,07/24/2019,
GNTY,Guaranty Bancshares Inc.,30.41,0.68,2.2376,06/26/2019,07/10/2019,
GOGL,Golden Ocean Group Limited,5.73,0.1,1.7036,06/05/2019,06/20/2019,
GPP,Green Plains Partners LP,13.05,1.9,14.2322,08/01/2019,08/09/2019,
GPRE,Green Plains Inc.,9.18,0.48,5.0314,05/23/2019,06/14/2019,
GRID,First Trust Exchange-Traded Fund II,47.57,1.0484,2.1823,06/14/2019,06/28/2019,
GROW,U.S. Global Investors Inc.,1.74,0.03,1.7241,07/12/2019,07/29/2019,
GSBC,Great Southern Bancorp Inc.,57.7,1.28,2.1993,06/28/2019,07/16/2019,
GT,The Goodyear Tire & Rubber Company,12.73,0.64,4.8411,07/31/2019,09/03/2019,
GULF,WisdomTree Trust,20.58,1.74,8.4914,06/24/2019,06/28/2019,
GWRS,Global Water Resources Inc.,13.15,0.286332,2.1529,07/16/2019,07/31/2019,
HA,Hawaiian Holdings Inc.,27.09,0.48,1.8504,05/16/2019,05/31/2019,
HAFC,Hanmi Financial Corporation,20.48,0.96,4.6602,05/03/2019,05/31/2019,
HAS,Hasbro Inc.,113.51,2.72,2.3687,07/31/2019,08/15/2019,
HAYN,Haynes International Inc.,29.29,0.88,3.0845,05/30/2019,06/14/2019,
HBAN,Huntington Bancshares Incorporated,13.48,0.56,4.1268,06/14/2019,07/01/2019,
HBCP,Home Bancorp Inc.,36.33,0.84,2.2982,08/02/2019,08/16/2019,
HBNC,Horizon Bancorp Inc.,16.9,0.48,2.8103,07/03/2019,07/19/2019,
HCAP,Harvest Capital Credit Corporation,10.23,0.96,9.375,07/17/2019,07/25/2019,
HCSG,Healthcare Services Group Inc.,23.79,0.79,3.366,05/23/2019,06/28/2019,
HEES,H&E Equipment Services Inc.,27.8,1.1,3.7697,05/24/2019,06/14/2019,
HERD,Pacer Funds,23.892,0.553426,2.3164,06/26/2019,06/28/2019,
HEWG,iShares Trust,26.1,1.451434,5.4916,07/02/2019,07/09/2019,
HFBL,Home Federal Bancorp Inc. of Louisiana,34,0.64,1.9975,07/19/2019,08/05/2019,
HFWA,Heritage Financial Corporation,27.16,0.72,2.6201,05/07/2019,05/22/2019,
HIFS,Hingham Institution for Savings,189.3,1.56,0.8309,07/05/2019,07/17/2019,
HLIO,Helios Technologies Inc.,44.04,0.36,0.798,07/03/2019,07/20/2019,
HLNE,Hamilton Lane Incorporated,58.44,1.1,1.8966,06/13/2019,07/05/2019,
HNDL,Strategy Shares,24.04,1.691904,7.0058,07/12/2019,07/16/2019,
HNNA,Hennessy Advisors Inc.,9.91,0.44,4.44,05/17/2019,06/11/2019,
HNRG,Hallador Energy Company,5.34,0.16,2.9197,07/30/2019,08/16/2019,
HOFT,Hooker Furniture Corporation,20.18,0.6,2.9169,06/14/2019,06/30/2019,
HOMB,Home BancShares Inc.,18.5,0.52,2.7586,05/14/2019,06/05/2019,
HOPE,Hope Bancorp Inc.,14,0.56,3.9744,07/25/2019,08/09/2019,
HRZN,Horizon Technology Finance Corporation,12.1,1.2,9.9174,07/17/2019,08/15/2019,
HSII,Heidrick & Struggles International Inc.,29.47,0.6,2.0478,05/09/2019,05/24/2019,
HTBI,HomeTrust Bancshares Inc.,25.06,0.24,0.96,05/22/2019,06/06/2019,
HTBK,Heritage Commerce Corp,11.82,0.48,3.99,05/08/2019,05/23/2019,
HTLD,Heartland Express Inc.,19.59,0.08,0.41,06/20/2019,07/01/2019,
HTLF,Heartland Financial USA Inc.,46.42,0.64,1.3643,05/16/2019,05/31/2019,
HURC,Hurco Companies Inc.,33.5,0.48,1.444,06/28/2019,07/15/2019,
HWBK,Hawthorn Bancshares Inc.,23.59,0.48,2.0382,06/13/2019,07/01/2019,
HWC,Hancock Whitney Corporation,38.53,1.08,2.7502,06/04/2019,06/14/2019,
HYLS,First Trust Exchange-Traded Fund IV,48.16,2.58,5.3516,07/23/2019,07/31/2019,
HYND,WisdomTree Trust,18.8982,1.14,6.0026,07/23/2019,07/26/2019,
HYXE,iShares Trust,51.33,2.881272,5.6001,08/01/2019,08/07/2019,
HYZD,WisdomTree Trust,23.2157,1.2,5.1613,07/23/2019,07/26/2019,
IBB,iShares Trust,105.07,0.31876,0.2996,06/17/2019,06/21/2019,
IBCP,Independent Bank Corporation,20.86,0.72,3.4172,05/03/2019,05/15/2019,
IBKC,IBERIABANK Corporation,73.69,1.72,2.2964,06/27/2019,07/26/2019,
IBTX,Independent Bank Group Inc,53.24,1,1.8325,08/02/2019,08/15/2019,
ICBK,County Bancorp Inc.,18.15,0.2,1.1255,06/06/2019,06/21/2019,
ICFI,ICF International Inc.,82.4,0.56,0.6804,06/13/2019,07/16/2019,
ICLN,iShares Trust,10.77,0.15626,1.4536,06/17/2019,06/21/2019,
IDCC,InterDigital Inc.,57.1,1.4,2.202,07/09/2019,07/24/2019,
IDLB,Invesco Exchange-Traded Fund Trust II,27.1828,1.40488,5.1348,06/24/2019,06/28/2019,
IEF,iShares Trust,111.15,2.322504,2.0939,08/01/2019,08/07/2019,
IEI,iShares Trust,126.15,2.628444,2.0852,08/01/2019,08/07/2019,
IEUS,iShares Trust,48.19,3.349924,6.912,06/17/2019,06/21/2019,
IFEU,iShares Trust,35.92,2.617852,7.3898,06/17/2019,06/21/2019,
IFGL,iShares Trust,29.52,1.391364,4.7633,06/17/2019,06/21/2019,
IFV,First Trust Exchange-Traded Fund VI,19.4081,0.84,4.2901,06/14/2019,06/28/2019,
IGF,iShares Trust,45.21,1.57376,3.4749,06/17/2019,06/21/2019,
IGIB,iShares Trust,57.32,2.017668,3.5262,08/01/2019,08/07/2019,
IGSB,iShares Trust,53.38,1.609248,3.0113,08/01/2019,08/07/2019,
IIIN,Insteel Industries Inc.,19.57,0.12,0.6129,06/13/2019,06/28/2019,
IJT,iShares Trust,180.41,1.643904,0.9018,06/17/2019,06/21/2019,
ILPT,Industrial Logistics Properties Trust,21.5,1.32,6.203,07/26/2019,08/15/2019,
IMKTA,Ingles Markets Incorporated,31.08,0.66,2.1208,07/10/2019,07/18/2019,
INBK,First Internet Bancorp,20.37,0.24,1.1788,06/27/2019,07/15/2019,
INDB,Independent Bank Corp.,74.19,1.76,2.3691,06/28/2019,07/12/2019,
INDY,iShares Trust,35.47,0.45011,1.2651,06/17/2019,06/21/2019,
INFR,Legg Mason ETF Investment Trust,29.952,1.6,5.3514,07/09/2019,07/12/2019,
INTC,Intel Corporation,48.68,1.26,2.5455,05/06/2019,06/01/2019,
INTU,Intuit Inc.,274.64,1.88,0.6764,07/09/2019,07/18/2019,
IOSP,Innospec Inc.,90.37,1,1.0813,05/20/2019,05/30/2019,
IPAR,Inter Parfums Inc.,68.08,1.1,1.5919,06/27/2019,07/15/2019,
IPHS,Innophos Holdings Inc.,25.52,1.92,7.1883,05/16/2019,06/07/2019,
IPKW,Invesco Exchange-Traded Fund Trust II,30.19,1.09672,3.5852,06/24/2019,06/28/2019,
ISBC,Investors Bancorp Inc.,11.11,0.44,3.9747,05/09/2019,05/24/2019,
ISCA,International Speedway Corporation,45.17,0.49,1.0853,05/30/2019,06/28/2019,
ISDS,Invesco Exchange-Traded Self-Indexed Fund Trust,22.46,0.39044,1.7384,06/24/2019,06/28/2019,
ISDX,Invesco Exchange-Traded Self-Indexed Fund Trust,24.0299,0.60368,2.4724,06/24/2019,06/28/2019,
ISEM,Invesco Exchange-Traded Self-Indexed Fund Trust,24.5,0.93812,3.7525,06/24/2019,06/28/2019,
ISTB,iShares Trust,50.37,1.405164,2.7908,08/01/2019,08/07/2019,
ISTR,Investar Holding Corporation,23.7,0.2204,0.9241,07/05/2019,07/31/2019,
ITIC,Investors Title Company,158.3,1.6,0.9972,06/13/2019,06/28/2019,
IUS,Invesco Exchange-Traded Self-Indexed Fund Trust,25.15,0.49332,1.9476,06/24/2019,06/28/2019,
IUSB,iShares Trust,51.93,1.598148,3.0811,08/01/2019,08/07/2019,
IUSG,iShares Trust,62.62,1.063264,1.6826,06/17/2019,06/21/2019,
IUSS,Invesco Exchange-Traded Self-Indexed Fund Trust,23,0.278,1.1899,06/24/2019,06/28/2019,
IUSV,iShares Trust,56.39,1.343824,2.3659,06/17/2019,06/21/2019,
IVFVC,Ivy NextShares,99.98,0.8,0.8002,06/13/2019,06/17/2019,
IXUS,iShares Trust,56.66,1.874166,3.28,06/17/2019,06/21/2019,
JACK,Jack In The Box Inc.,72.92,1.6,2.2008,05/28/2019,06/14/2019,
JBHT,J.B. Hunt Transport Services Inc.,101.67,1.04,1.0275,08/01/2019,08/16/2019,
JCS,Communications Systems Inc.,3.85,0.08,2.1739,06/13/2019,07/01/2019,
JJSF,J & J Snack Foods Corp.,182.12,2,1.1032,06/11/2019,07/03/2019,
JKHY,Jack Henry & Associates Inc.,138.77,1.6,1.139,05/22/2019,06/07/2019,
JKI,iShares Trust,156.27,3.941596,2.5051,06/17/2019,06/21/2019,
JOUT,Johnson Outdoors Inc.,63.71,0.56,0.8419,07/10/2019,07/25/2019,
JRSH,Jerash Holdings (US) Inc.,6.9684,0.2,2.8572,05/24/2019,06/05/2019,
JRVR,James River Group Holdings Ltd.,47.44,1.2,2.5603,06/07/2019,06/28/2019,
JSMD,Janus Detroit Street Trust,44.498,0.167464,0.3697,06/28/2019,07/05/2019,
JSML,Janus Detroit Street Trust,42.5525,0.164908,0.3828,06/28/2019,07/05/2019,
KALU,Kaiser Aluminum Corporation,94.02,2.4,2.5186,07/24/2019,08/15/2019,
KBAL,Kimball International Inc.,17.01,0.32,1.8529,06/24/2019,07/15/2019,
KBWB,Invesco Exchange-Traded Fund Trust II,50.52,1.24764,2.4608,06/24/2019,06/28/2019,
KBWD,Invesco Exchange-Traded Fund Trust II,21.14,1.90368,8.9627,07/22/2019,07/31/2019,
KBWP,Invesco Exchange-Traded Fund Trust II,71.11,1.7134,2.418,06/24/2019,06/28/2019,
KBWR,Invesco Exchange-Traded Fund Trust II,49.3193,1.26184,2.512,06/24/2019,06/28/2019,
KBWY,Invesco Exchange-Traded Fund Trust II,29.34,1.78476,6.0624,07/22/2019,07/31/2019,
KELYA,Kelly Services Inc.,27.61,0.3,1.0877,05/20/2019,06/05/2019,
KELYB,Kelly Services Inc.,28,0.3,1.0714,05/20/2019,06/05/2019,
KEQU,Kewaunee Scientific Corporation,17.2544,0.76,4.3182,06/06/2019,06/21/2019,
KFFB,Kentucky First Federal Bancorp,7.6,0.4,5.2632,07/30/2019,08/12/2019,
KFRC,Kforce Inc.,34.26,0.72,2.0924,06/06/2019,06/21/2019,
KHC,The Kraft Heinz Company,32.21,1.6,4.9185,05/30/2019,06/14/2019,
KINS,Kingstone Companies Inc,8.41,0.4,4.7562,05/30/2019,06/14/2019,
KLAC,KLA Corporation ,133.24,3,2.1935,05/14/2019,06/04/2019,
KLIC,Kulicke and Soffa Industries Inc.,22.18,0.48,2.2161,06/27/2019,07/15/2019,
KNSL,Kinsale Capital Group Inc.,90.16,0.32,0.3556,05/31/2019,06/13/2019,
KRMA,Global X Funds,21.78,0.335716,1.5246,06/27/2019,07/08/2019,
KRNY,Kearny Financial,13.12,0.24,1.8223,05/28/2019,06/12/2019,
LAMR,Lamar Advertising Company,79.37,3.84,4.8114,06/13/2019,06/28/2019,
LANC,Lancaster Colony Corporation,152.86,2.6,1.6928,06/06/2019,06/28/2019,
LAND,Gladstone Land Corporation,11.56,0.5346,4.6609,07/19/2019,07/31/2019,
LARK,Landmark Bancorp Inc.,23.8,0.8,3.413,05/14/2019,05/29/2019,
LBAI,Lakeland Bancorp Inc.,15.76,0.5,3.1368,08/02/2019,08/15/2019,
LBC,Luther Burbank Corporation,10.72,0.23,2.112,05/08/2019,05/20/2019,
LCNB,LCNB Corporation,17.64,0.68,3.8267,05/31/2019,06/17/2019,
LCUT,Lifetime Brands Inc.,7.71,0.17,1.9518,07/31/2019,08/15/2019,
LDRI,Invesco Exchange-Traded Fund Trust II,25.16,0.65964,2.6197,07/22/2019,07/31/2019,
LDSF,First Trust Exchange-Traded Fund VIII,20.5399,0.5928,2.8876,07/23/2019,07/31/2019,
LECO,Lincoln Electric Holdings Inc.,82.51,1.88,2.2733,06/27/2019,07/15/2019,
LEGR,First Trust Exchange-Traded Fund VI,29.54,0.8,2.6615,06/14/2019,06/28/2019,
LEVL,Level One Bancorp Inc.,23.6,0.16,0.6788,06/27/2019,07/15/2019,
LFUS,Littelfuse Inc.,159.13,1.72,1.0431,05/22/2019,06/06/2019,
LKFN,Lakeland Financial Corporation,44.73,1.2,2.6667,07/24/2019,08/05/2019,
LKOR,FlexShares Trust,55.8097,2.094084,3.7468,08/01/2019,08/07/2019,
LMAT,LeMaitre Vascular Inc.,31.56,0.34,1.052,05/21/2019,06/06/2019,
LMBS,First Trust Exchange-Traded Fund IV,51.91,1.41,2.7173,07/23/2019,07/31/2019,
LMNR,Limoneira Co,19.28,0.3,1.5205,07/05/2019,07/18/2019,
LMNX,Luminex Corporation,21.69,0.24,1.1111,06/19/2019,07/11/2019,
LMRK,Landmark Infrastructure Partners LP,16.49,1.47,8.9362,08/01/2019,08/14/2019,
LNGR,Global X Funds,21.1481,0.105752,0.4919,06/27/2019,07/08/2019,
LNT,Alliant Energy Corporation,50.13,1.42,2.8411,07/30/2019,08/15/2019,
LOAN,Manhattan Bridge Capital Inc,6.24,0.48,7.7922,07/09/2019,07/15/2019,
LOB,Live Oak Bancshares Inc.,19.01,0.12,0.6303,05/24/2019,06/11/2019,
LOGM,LogMeIn Inc.,73.615,1.3,1.7294,05/07/2019,05/24/2019,
LPLA,LPL Financial Holdings Inc.,79.39,1,1.2453,05/17/2019,06/03/2019,
LRCX,Lam Research Corporation,204.09,4.4,2.1384,06/11/2019,07/10/2019,
LSBK,Lake Shore Bancorp Inc.,14.75,0.48,3.2323,08/02/2019,08/16/2019,
LSTR,Landstar System Inc.,110.14,0.66,0.6006,05/08/2019,05/31/2019,
LTXB,LegacyTexas Financial Group Inc.,41,1,2.4056,08/02/2019,08/19/2019,
LVHD,Legg Mason ETF Investment Trust,32.1,1.137256,3.5275,05/02/2019,05/07/2019,
LYTS,LSI Industries Inc.,4.1,0.2,4.9628,05/03/2019,05/14/2019,
MANT,ManTech International Corporation,69.11,1.08,1.5054,06/06/2019,06/21/2019,
MAR,Marriott International,135.98,1.92,1.4028,05/23/2019,06/28/2019,
MATW,Matthews International Corporation,31.6,0.8,2.4555,08/02/2019,08/19/2019,
MBB,iShares Trust,107.79,3.151416,2.9231,08/01/2019,08/07/2019,
MBCN,Middlefield Banc Corp.,44.29,1.12,2.5902,05/30/2019,06/14/2019,
MBIN,Merchants Bancorp,17.91,0.28,1.5582,06/13/2019,07/01/2019,
MBSD,FlexShares Trust,23.55,0.564504,2.4032,08/01/2019,08/07/2019,
MBTF,M B T Financial Corp,10.36,0.4,3.7594,05/08/2019,05/16/2019,
MBWM,Mercantile Bank Corporation,32.39,1.04,3.197,06/06/2019,06/19/2019,
MCBC,Macatawa Bank Corporation,10.1,0.28,2.7559,05/13/2019,05/30/2019,
MCEF,First Trust Exchange-Traded Fund VIII,19.4583,0.57,2.9402,07/11/2019,07/31/2019,
MCHI,iShares Trust,56,0.712206,1.257,06/17/2019,06/21/2019,
MCHP,Microchip Technology Incorporated,88.06,1.462,1.5961,05/20/2019,06/04/2019,
MDIV,First Trust Exchange-Traded Fund VI,18.46,0.7032,3.8073,07/23/2019,07/31/2019,
MDLZ,Mondelez International Inc.,53.76,1.04,1.9392,06/27/2019,07/12/2019,
MDRR,Medalist Diversified REIT Inc.,4.29,0.7,15.7303,07/11/2019,07/17/2019,
MEOH,Methanex Corporation,34.21,1.44,4.0033,06/13/2019,06/30/2019,
MERC,Mercer International Inc.,12.33,0.55,4.4788,06/21/2019,07/03/2019,
MFNC,Mackinac Financial Corporation,15.22,0.48,3.1558,06/27/2019,07/12/2019,
MFSF,MutualFirst Financial Inc.,32.1,0.8,2.5,06/13/2019,06/28/2019,
MGEE,MGE Energy Inc.,74.47,1.35,1.8043,05/30/2019,06/15/2019,
MGPI,MGP Ingredients Inc.,56.98,0.4,0.7318,05/14/2019,05/31/2019,
MGRC,McGrath RentCorp,67.96,1.5,2.186,07/16/2019,07/31/2019,
MILN,Global X Funds,25.08,0.04167,0.1639,06/27/2019,07/08/2019,
MINI,Mobile Mini Inc.,32.59,1.1,3.3133,05/14/2019,05/29/2019,
MKSI,MKS Instruments Inc.,80.41,0.8,0.9634,05/23/2019,06/07/2019,
MKTX,MarketAxess Holdings Inc.,340.63,2.04,0.5995,05/07/2019,05/22/2019,
MLAB,Mesa Laboratories Inc.,252.5,0.64,0.2478,05/30/2019,06/14/2019,
MLHR,Herman Miller Inc.,43.65,0.79,1.7745,05/30/2019,07/15/2019,
MMLP,Martin Midstream Partners L.P.,5.98,1,16.4745,05/07/2019,05/15/2019,
MNRO,Monro Inc. ,85.59,0.88,1.0606,05/31/2019,06/17/2019,
MOFG,MidWestOne Financial Group Inc.,29.77,0.81,2.6955,04/26/2019,06/17/2019,
MORN,Morningstar Inc.,151.65,1.12,0.742,07/03/2019,07/31/2019,
MPB,Mid Penn Bancorp,25.07,0.72,2.7885,05/07/2019,05/27/2019,
MPWR,Monolithic Power Systems Inc.,146.61,1.6,1.0684,06/27/2019,07/15/2019,
MRCC,Monroe Capital Corporation,11.37,1.4,12.3784,06/13/2019,06/28/2019,
MRLN,Marlin Business Services Corp.,23.66,0.56,2.4148,05/10/2019,05/23/2019,
MRTN,Marten Transport Ltd.,19.61,0.12,0.6132,06/13/2019,06/28/2019,
MRVL,Marvell Technology Group Ltd.,25.03,0.24,0.9357,07/11/2019,07/31/2019,
MSBI,Midland States Bancorp Inc.,26.19,0.97,3.6966,05/10/2019,05/20/2019,
MSEX,Middlesex Water Company,58.02,0.96,1.6543,05/14/2019,06/03/2019,
MSFT,Microsoft Corporation,136.9,1.84,1.3328,05/15/2019,06/13/2019,
MSVB,Mid-Southern Bancorp Inc.,12.74,0.08,0.6275,05/16/2019,06/03/2019,
MTEX,Mannatech Incorporated,16.1,0.5,3.1056,06/20/2019,06/28/2019,
MTSC,MTS Systems Corporation,57.44,1.2,2.0862,06/17/2019,07/02/2019,
MVBF,MVB Financial Corp.,16.79,0.16,0.934,05/30/2019,06/15/2019,
MXIM,Maxim Integrated Products Inc.,55.9,1.84,3.2275,05/29/2019,06/14/2019,
NATH,Nathan's Famous Inc.,69.71,1.4,2.0144,06/21/2019,06/28/2019,
NATI,National Instruments Corporation,42.22,1,2.3552,05/10/2019,06/03/2019,
NAVI,Navient Corporation,13.71,0.64,4.5845,06/06/2019,06/21/2019,
NBN,Northeast Bank,21.61,0.04,0.1877,05/10/2019,05/28/2019,
